3480,32673,397747,5462487,30879,286282,3449018,353157,3236730,4550541,3480,-113669367,3.71E+12,-1.21E+17,-107428041,3.51E+12,-1.15E+17,3.32E+12,-1.08E+17,-1.02E+17,5.27E+20,6.66E+22,8.57E+27,-4.96E+31,6.66E+22,4.53E+26,-3.64E+30,8.57E+27,-3.64E+30,-4.96E+31,26,4,11,2,10,30,1,15,6,21,2,23,16,11,8,27,30,37,4,16,0,726303,9190208,141499052,2367261794,8469908,105782852,1618326812,122250362,1515157004,1965618134,726303,-6.67E+12,6.13E+19,-5.64E+26,-6.15E+12,5.65E+19,-5.20E+26,5.21E+19,-4.79E+26,-4.41E+26,8.77E+26,-1.36E+29,3.71E+34,-4.20E+38,-1.36E+29,1.71E+33,-3.62E+37,3.71E+34,-3.62E+37,-4.20E+38,4084,479,1609,181,1382,4968,66,2336,598,2943,14,3492,2317,2083,1183,4106,5004,5521,326,2458,0,482293,6021896,91715260,1526533442,6135416,75339854,1137578456,95379224,1161663200,1610241950,482293,-2.90E+12,1.75E+19,-1.05E+26,-2.96E+12,1.78E+19,-1.07E+26,1.82E+19,-1.09E+26,-1.11E+26,5.83E+26,-2.41E+29,2.80E+34,-3.62E+38,-2.41E+29,1.34E+33,-3.40E+37,2.80E+34,-3.40E+37,-3.62E+38,3742,725,1702,421,1628,4062,235,2179,1208,3378,588,3431,2499,1228,1225,4021,4026,5616,878,2358,0,20.33333333,48.66666667,31,15.38461538,0,23.07692308,0.466666667,0.376666667,0.156666667,26.42140468,25.08361204,14.3812709,0.363333333,0.43,0.206666667,24.41471572,25.08361204,15.38461538,0.413333333,0.43,0.156666667,24.41471572,26.08695652,14.3812709,0.046666667,0.91,0.043333333,4.347826087,7.692307692,4.013377926,0.256666667,0.386666667,0.356666667,20.06688963,25.4180602,24.41471572,0.49,0.203333333,0.306666667,27.090301,15.38461538,24.74916388,1
7175,97287,1716249,34136289,95015,1287808,22757626,1642907,22187280,31956173,7175,-697936938,6.79E+13,-6.60E+18,-681637610,6.63E+13,-6.45E+18,6.48E+13,-6.30E+18,-6.15E+18,6.84E+31,6.41E+33,8.03E+39,-1.54E+44,6.41E+33,4.19E+38,-1.16E+43,8.03E+39,-1.16E+43,-1.54E+44,36,4,54,37,23,59,9,25,34,48,7,41,27,19,38,56,50,51,17,28,0,3855785,45576647,671846113,11022362423,44026321,513453563,7512021609,628575341,7270298521,10037639275,3855785,-1.76E+14,8.01E+21,-3.65E+29,-1.70E+14,7.74E+21,-3.53E+29,7.47E+21,-3.41E+29,-3.29E+29,4.66E+27,-4.47E+29,1.92E+35,-2.13E+39,-4.47E+29,9.08E+33,-1.80E+38,1.92E+35,-1.80E+38,-2.13E+39,13149,906,17888,12472,8111,20153,3109,6937,11770,15305,1878,13865,8685,5189,12566,17936,17111,14555,6650,11881,0,3758747,44459935,645616083,10376569243,44134495,515346129,7428743483,640485233,7422692703,10372083913,3758747,-1.67E+14,7.43E+21,-3.30E+29,-1.66E+14,7.38E+21,-3.28E+29,7.32E+21,-3.26E+29,-3.23E+29,4.54E+27,-7.94E+29,1.94E+35,-2.23E+39,-7.94E+29,8.92E+33,-1.95E+38,1.94E+35,-1.95E+38,-2.23E+39,10755,1750,17968,12096,7161,19023,2867,9663,10806,16567,2770,13359,9243,7427,12666,19248,16089,19309,4638,6711,0,33.63499246,39.96983409,26.39517345,21.75226586,0,21.14803625,0.425339367,0.339366516,0.235294118,24.6223565,22.35649547,17.37160121,0.306184012,0.343891403,0.349924585,23.71601208,22.20543807,21.29909366,0.384615385,0.380090498,0.235294118,23.71601208,23.11178248,17.37160121,0.108597285,0.754147813,0.137254902,9.667673716,17.97583082,11.93353474,0.343891403,0.298642534,0.357466063,23.26283988,21.29909366,23.86706949,0.39668175,0.336349925,0.266968326,25.98187311,21.75226586,19.03323263,1
6871,91233,1600221,31679037,91177,1191126,20673692,1587329,20527392,31104283,6871,-626770710,5.72E+13,-5.22E+18,-626385990,5.71E+13,-5.21E+18,5.71E+13,-5.21E+18,-5.21E+18,6.55E+31,5.53E+33,7.74E+39,-1.51E+44,5.53E+33,4.11E+38,-1.15E+43,7.74E+39,-1.15E+43,-1.51E+44,27,0,53,41,15,46,9,60,89,46,17,55,17,27,12,41,31,38,7,37,0,3623963,40634711,556055705,8579248859,43041791,476884291,6470221997,622248365,6842968607,9994111439,3623963,-1.47E+14,5.98E+21,-2.43E+29,-1.56E+14,6.34E+21,-2.58E+29,6.71E+21,-2.73E+29,-2.89E+29,4.38E+27,-9.09E+29,1.88E+35,-2.14E+39,-9.09E+29,8.16E+33,-1.86E+38,1.88E+35,-1.86E+38,-2.14E+39,9977,0,17334,13916,4274,17240,2841,18454,28094,16648,6428,19996,5665,9245,3314,13752,10421,10592,2499,12756,0,3687115,41905434,578859090,9002207754,43861794,492629294,6747272862,637557278,7107133896,10311604902,3687115,-1.55E+14,6.47E+21,-2.71E+29,-1.62E+14,6.78E+21,-2.84E+29,7.09E+21,-2.97E+29,-3.11E+29,4.45E+27,-9.46E+29,1.92E+35,-2.22E+39,-9.46E+29,8.52E+33,-1.95E+38,1.92E+35,-1.95E+38,-2.22E+39,8086,0,18123,13513,5761,13534,3180,21686,31447,14126,4945,16799,5708,8818,4714,13677,10318,14830,2184,11997,0,41.46706587,31.13772455,27.39520958,22.7886057,0,20.83958021,0.321856287,0.399700599,0.278443114,22.93853073,23.08845577,20.08995502,0.329341317,0.24251497,0.428143713,23.68815592,18.44077961,23.53823088,0.296407186,0.425149701,0.278443114,21.5892054,23.08845577,20.08995502,0.151197605,0.708083832,0.140718563,12.44377811,18.89055472,11.54422789,0.401197605,0.281437126,0.317365269,23.08845577,21.28935532,22.93853073,0.357784431,0.414670659,0.22754491,23.68815592,22.7886057,17.69115442,1
3183,28624,335612,4433830,27680,247228,2882104,311600,2768528,3946250,3183,-91081568,2.61E+12,-7.46E+16,-88077760,2.52E+12,-7.21E+16,2.44E+12,-6.97E+16,-6.74E+16,2.68E+19,1.58E+21,3.42E+26,-1.86E+30,1.58E+21,1.87E+25,-1.55E+29,3.42E+26,-1.55E+29,-1.86E+30,12,1,16,15,8,16,2,15,26,17,4,31,11,9,4,20,28,26,2,17,0,564133,6937771,101588369,1634755123,6315864,76657882,1112854466,87616314,1053109184,1363077126,564133,-3.91E+12,2.72E+19,-1.88E+26,-3.56E+12,2.47E+19,-1.71E+26,2.25E+19,-1.56E+26,-1.42E+26,6.81E+26,-2.84E+28,2.71E+34,-2.81E+38,-2.84E+28,1.22E+33,-2.26E+37,2.71E+34,-2.26E+37,-2.81E+38,1613,91,2122,2052,934,2515,249,2606,3909,2366,347,4399,1521,1061,473,3498,3256,4119,457,1752,0,560621,6973700,104579564,1724666078,6953695,85390463,1269914763,103597339,1262349483,1697949043,560621,-3.91E+12,2.73E+19,-1.90E+26,-3.90E+12,2.72E+19,-1.90E+26,2.71E+19,-1.89E+26,-1.89E+26,6.77E+26,-2.28E+29,3.07E+34,-3.72E+38,-2.28E+29,1.32E+33,-3.38E+37,3.07E+34,-3.38E+37,-3.72E+38,1759,190,2374,2163,1314,1981,313,1609,3397,2411,777,4312,1570,1468,651,2122,4612,3187,105,3025,0,36.07142857,37.85714286,26.07142857,24.7311828,0,22.22222222,0.367857143,0.407142857,0.225,24.7311828,24.37275986,16.84587814,0.321428571,0.310714286,0.367857143,24.01433692,23.29749104,25.08960573,0.328571429,0.446428571,0.225,22.9390681,24.37275986,16.84587814,0.107142857,0.782142857,0.110714286,9.318996416,16.84587814,10.03584229,0.317857143,0.346428571,0.335714286,20.07168459,24.37275986,23.29749104,0.346428571,0.360714286,0.292857143,26.88172043,24.7311828,22.58064516,1
2860,25432,293704,3814654,24851,223361,2597043,275629,2474713,3414863,2860,-72710088,1.85E+12,-4.70E+16,-71049009,1.81E+12,-4.59E+16,1.77E+12,-4.49E+16,-4.38E+16,2.41E+19,1.45E+21,3.03E+26,-1.57E+30,1.45E+21,1.57E+25,-1.25E+29,3.03E+26,-1.25E+29,-1.57E+30,13,1,18,24,3,20,0,13,42,28,2,14,1,4,2,28,30,24,1,5,0,477242,5621704,81142110,1298189098,5052296,58747834,842442004,67916256,782981348,1033144418,477242,-2.68E+12,1.51E+19,-8.48E+25,-2.41E+12,1.36E+19,-7.62E+25,1.22E+19,-6.85E+25,-6.15E+25,5.76E+26,6.16E+28,2.15E+34,-2.07E+38,6.16E+28,1.04E+33,-1.53E+37,2.15E+34,-1.53E+37,-2.07E+38,2013,17,2228,3490,465,2449,0,1791,5611,3251,39,2001,35,608,283,3896,5237,3155,216,616,0,376863,4194946,56986374,871144750,4534813,49579785,665324667,68681267,744228999,1169260345,376863,-1.58E+12,6.63E+18,-2.78E+25,-1.71E+12,7.17E+18,-3.01E+25,7.75E+18,-3.25E+25,-3.51E+25,4.55E+26,-1.12E+29,2.05E+34,-2.62E+38,-1.12E+29,1.04E+33,-2.45E+37,2.05E+34,-2.45E+37,-2.62E+38,1549,257,2704,3086,357,3031,0,1771,5897,4421,509,1835,239,488,265,3776,2983,3421,58,754,0,38.0952381,35.53113553,26.37362637,23.16176471,0,20.22058824,0.402930403,0.395604396,0.201465201,23.52941176,23.52941176,16.54411765,0.282051282,0.336996337,0.380952381,21.32352941,22.05882353,23.16176471,0.399267399,0.399267399,0.201465201,23.52941176,23.52941176,16.54411765,0.161172161,0.684981685,0.153846154,14.33823529,21.69117647,13.60294118,0.421245421,0.282051282,0.296703297,24.63235294,20.22058824,19.11764706,0.377289377,0.380952381,0.241758242,25.36764706,23.16176471,19.85294118,1
5429,66386,1057160,18992930,67911,827360,13142530,1114293,13508366,20478429,5429,-360343208,2.39E+13,-1.59E+18,-368620908,2.45E+13,-1.62E+18,2.50E+13,-1.66E+18,-1.70E+18,7.96E+28,3.05E+29,6.42E+36,-1.04E+41,3.05E+29,3.47E+35,-8.32E+39,6.42E+36,-8.32E+39,-1.04E+41,53,3,38,35,20,56,19,47,41,31,18,27,22,15,17,29,45,33,4,16,0,2640417,28181244,383965580,5934401304,31014872,326284906,4404714922,443832520,4633006374,7071536276,2640417,-7.44E+13,2.10E+21,-5.91E+28,-8.19E+13,2.31E+21,-6.50E+28,2.54E+21,-7.16E+28,-7.88E+28,3.19E+27,-5.61E+29,1.34E+35,-1.50E+39,-5.61E+29,5.81E+33,-1.29E+38,1.34E+35,-1.29E+38,-1.50E+39,15428,1097,10114,9788,7321,12781,5899,12487,12315,8225,4816,7943,6893,4854,5007,8619,12018,10940,1219,4401,0,2809244,29264914,389818634,5939982652,31965329,328313666,4332181910,454408937,4630133716,7241420999,2809244,-8.22E+13,2.41E+21,-7.04E+28,-8.98E+13,2.63E+21,-7.69E+28,2.87E+21,-8.40E+28,-9.18E+28,3.39E+27,-2.93E+29,1.39E+35,-1.53E+39,-2.93E+29,6.54E+33,-1.29E+38,1.39E+35,-1.29E+38,-1.53E+39,14782,613,11546,10162,4079,19139,4931,14303,11055,9445,5444,7447,5647,3696,4683,7911,13632,7870,1061,4719,0,30.40421793,42.17926186,27.41652021,21.12676056,0,21.12676056,0.427065026,0.335676626,0.237258348,24.29577465,23.41549296,18.48591549,0.30228471,0.360281195,0.337434095,22.53521127,22.88732394,22.71126761,0.388400703,0.374340949,0.237258348,24.47183099,24.29577465,18.48591549,0.101933216,0.769771529,0.128295255,9.154929577,17.07746479,11.26760563,0.402460457,0.295254833,0.30228471,24.64788732,20.59859155,21.83098592,0.434094903,0.304042179,0.261862917,24.11971831,21.12676056,18.83802817,1
2999,28185,345249,4769553,27709,253665,3061213,331611,2980323,4436539,2999,-84498630,2.38E+12,-6.71E+16,-83071582,2.34E+12,-6.59E+16,2.30E+12,-6.48E+16,-6.37E+16,4.54E+20,2.54E+22,7.88E+27,-5.10E+31,2.54E+22,4.26E+26,-4.14E+30,7.88E+27,-4.14E+30,-5.10E+31,22,1,22,26,11,19,3,25,40,25,4,18,12,9,2,19,18,17,3,13,0,672176,7354868,101266176,1584514172,7193739,77670596,1060740328,98382077,1053088748,1534812585,672176,-4.94E+12,3.64E+19,-2.67E+26,-4.84E+12,3.56E+19,-2.62E+26,3.48E+19,-2.56E+26,-2.50E+26,8.12E+26,6.39E+28,3.09E+34,-3.15E+38,6.39E+28,1.54E+33,-2.47E+37,3.09E+34,-2.47E+37,-3.15E+38,3201,20,3444,4455,1771,2822,263,3618,6175,3145,854,2642,2000,1690,504,3235,2664,2384,463,2545,0,646589,6776826,89351628,1344503580,7979855,82577816,1079877568,116592055,1197999484,1874064707,646589,-4.38E+12,2.97E+19,-2.01E+26,-5.16E+12,3.50E+19,-2.37E+26,4.12E+19,-2.79E+26,-3.29E+26,7.81E+26,-2.51E+29,3.47E+34,-4.04E+38,-2.51E+29,1.38E+33,-3.59E+37,3.47E+34,-3.59E+37,-4.04E+38,3619,290,3376,3605,1639,3068,667,4132,6225,4605,386,2938,1720,1100,116,2655,2916,2886,467,1485,0,37.86407767,34.30420712,27.83171521,21.75324675,0,19.15584416,0.362459547,0.391585761,0.245954693,23.37662338,24.35064935,18.18181818,0.32038835,0.291262136,0.388349515,20.45454545,21.42857143,22.4025974,0.323624595,0.430420712,0.245954693,21.75324675,24.02597403,18.18181818,0.13592233,0.708737864,0.155339806,11.68831169,19.48051948,13.96103896,0.42394822,0.284789644,0.291262136,24.67532468,19.48051948,21.75324675,0.398058252,0.378640777,0.223300971,22.07792208,21.75324675,16.55844156,1
3526,34774,450042,6546136,33711,332818,4313192,416537,4106928,5793333,3526,-122578350,4.26E+12,-1.48E+17,-118831275,4.13E+12,-1.44E+17,4.00E+12,-1.39E+17,-1.35E+17,1.01E+22,9.91E+23,2.27E+29,-1.65E+33,9.91E+23,1.20E+28,-1.27E+32,2.27E+29,-1.27E+32,-1.65E+33,36,2,23,13,11,41,3,10,18,23,7,20,17,17,15,17,20,28,6,17,0,917903,10324851,148684649,2388131853,11425947,126637757,1808997811,167706677,1844863449,2712469773,917903,-9.48E+12,9.79E+19,-1.01E+27,-1.05E+13,1.08E+20,-1.12E+27,1.20E+20,-1.24E+27,-1.37E+27,1.11E+27,-3.85E+29,4.98E+34,-5.89E+38,-3.85E+29,1.96E+33,-5.29E+37,4.98E+34,-5.29E+37,-5.89E+38,6493,630,3947,2970,1267,5755,374,2024,3381,3972,981,2875,3275,3150,2949,3242,3413,5703,537,2402,0,887797,9991575,143351701,2318525823,10063863,111424345,1583670017,142921193,1567211871,2262073671,887797,-8.87E+12,8.86E+19,-8.86E+26,-8.93E+12,8.93E+19,-8.92E+26,8.99E+19,-8.98E+26,-9.05E+26,1.07E+27,-8.13E+28,4.38E+34,-4.75E+38,-8.13E+28,2.08E+33,-3.94E+37,4.38E+34,-3.94E+37,-4.75E+38,5927,60,3988,1515,2528,8390,661,1426,2829,3963,1434,4025,2590,2715,2226,2623,3487,3957,1533,3463,0,30.81395349,43.89534884,25.29069767,22.74052478,0,19.82507289,0.447674419,0.328488372,0.223837209,26.82215743,21.86588921,18.07580175,0.302325581,0.380813953,0.316860465,23.03206997,24.48979592,22.44897959,0.398255814,0.377906977,0.223837209,26.82215743,23.61516035,18.07580175,0.095930233,0.799418605,0.104651163,9.037900875,16.90962099,9.912536443,0.38372093,0.273255814,0.343023256,24.19825073,20.69970845,23.90670554,0.456395349,0.308139535,0.235465116,25.36443149,22.74052478,20.69970845,1
1615,11662,107484,1103194,11574,82624,755996,105140,745104,1066092,1615,-18822468,2.19E+11,-2.56E+15,-18680436,2.18E+11,-2.54E+15,2.16E+11,-2.52E+15,-2.50E+15,2.38E+14,-3.47E+15,8.06E+20,-2.14E+24,-3.47E+15,4.46E+19,-2.24E+23,8.06E+20,-2.24E+23,-2.14E+24,31,0,6,4,4,17,2,6,7,15,6,7,12,6,3,16,9,15,1,1,0,133300,1499341,21157099,328384681,1514726,16714165,233587507,20630236,225917819,310290530,133300,-2.00E+11,3.00E+17,-4.49E+23,-2.02E+11,3.03E+17,-4.54E+23,3.06E+17,-4.59E+23,-4.63E+23,1.61E+26,-1.33E+28,6.36E+33,-6.24E+37,-1.33E+28,2.47E+32,-4.78E+36,6.36E+33,-4.78E+36,-6.24E+37,2254,0,506,440,376,1413,202,349,520,1381,382,793,897,566,391,1570,775,1194,152,35,0,174324,1770798,24231472,373828638,1972785,19559064,264783014,26718779,261249760,395640585,174324,-3.09E+11,5.47E+17,-9.68E+23,-3.44E+11,6.09E+17,-1.08E+24,6.78E+17,-1.20E+24,-1.34E+24,2.11E+26,-1.50E+28,8.25E+33,-7.85E+37,-1.50E+28,3.17E+32,-5.78E+36,8.25E+33,-5.78E+36,-7.85E+37,2985,0,508,236,300,1460,136,665,663,1154,632,390,1131,448,116,1134,746,1341,17,134,0,19.64285714,52.38095238,27.97619048,16.76646707,0,21.55688623,0.541666667,0.31547619,0.142857143,22.15568862,21.55688623,11.37724551,0.285714286,0.505952381,0.208333333,21.55688623,22.75449102,16.16766467,0.470238095,0.386904762,0.142857143,21.55688623,21.55688623,11.37724551,0.05952381,0.880952381,0.05952381,5.389221557,11.37724551,5.988023952,0.44047619,0.214285714,0.345238095,20.95808383,15.56886228,23.35329341,0.529761905,0.196428571,0.273809524,28.14371257,16.76646707,24.5508982,1
4385,47492,680396,10985426,46634,503945,7238201,649402,6964017,10212200,4385,-208204928,9.89E+12,-4.69E+17,-204443456,9.71E+12,-4.61E+17,9.53E+12,-4.53E+17,-4.44E+17,5.30E+24,5.04E+26,2.04E+32,-2.11E+36,5.04E+26,1.11E+31,-1.65E+35,2.04E+32,-1.65E+35,-2.11E+36,30,5,19,31,18,28,15,27,28,39,8,19,17,11,25,28,23,30,2,23,0,1475186,16627087,234025995,3703062733,16242995,180400923,2515734869,224075111,2464467079,3472012355,1475186,-2.45E+13,4.08E+20,-6.78E+27,-2.40E+13,3.98E+20,-6.62E+27,3.89E+20,-6.47E+27,-6.32E+27,1.78E+27,6.17E+27,6.96E+34,-7.12E+38,6.17E+27,3.25E+33,-5.62E+37,6.96E+34,-5.62E+37,-7.12E+38,6759,737,4484,5923,3575,6156,3270,6148,6495,8316,1419,3373,3946,2772,5904,4682,4241,7633,670,4448,0,1570392,17758413,250522251,3971727441,18140539,202399398,2830990994,263446257,2916148498,4285522213,1570392,-2.79E+13,4.95E+20,-8.79E+27,-2.85E+13,5.06E+20,-8.98E+27,5.17E+20,-9.18E+27,-9.37E+27,1.90E+27,-2.44E+29,8.01E+34,-9.23E+38,-2.44E+29,3.90E+33,-8.04E+37,8.01E+34,-8.04E+37,-9.23E+38,6051,1398,3629,7314,4111,5800,3135,5381,5461,8337,1997,4740,3313,1925,4771,7274,5580,5177,184,5373,0,31.22065728,38.49765258,30.28169014,21.41176471,0,22.82352941,0.340375587,0.38028169,0.279342723,23.29411765,22.35294118,21.88235294,0.356807512,0.295774648,0.34741784,24.70588235,20.47058824,22.58823529,0.300469484,0.420187793,0.279342723,21.88235294,24.23529412,21.88235294,0.124413146,0.758215962,0.117370892,12,19.52941176,9.411764706,0.438967136,0.300469484,0.26056338,23.76470588,21.64705882,20.70588235,0.420187793,0.312206573,0.267605634,25.41176471,21.41176471,17.64705882,1
